ID,year,type,division,subdivision,major
3481,2014,Major,III,2,English
3482,2014,Major,II,2,Economics
3483,2014,Major,NA,NA,Learning & Organztnl Change
3484,2014,Major,NA,NA,Learning & Organztnl Change
3485,2014,Major,III,1.25,German
3486,2014,Major,II,5,Political Science
3487,2014,Major,NA,NA,Journalism
3489,2014,Major,II,5,Anthropology
3491,2014,Major,NA,NA,Human Development & Psych Srvs
3492,2014,Major,II,5,Political Science
3493,2014,Major,III,2,English
3495,2014,Major,NA,NA,Communication Studies
3496,2014,Major,II,2,Linguistics
3497,2014,Major,II,2,Economics
3499,2014,Major,NA,NA,Biomedical Engineering
3501,2014,Major,II,2,Economics
3502,2014,Major,II,5,Political Science
3504,2014,Major,II,2,Psychology
3506,2014,Major,NA,NA,Communication Studies
3507,2014,Major,II,2,Economics
3508,2014,Major,I,1,Mathematics
3509,2014,Major,NA,NA,Industrial Engineering
3510,2014,Major,II,2,Psychology
3512,2014,Major,II,5,Political Science
3513,2014,Major,II,2,Economics
3515,2014,Major,NA,NA,Journalism
3516,2014,Major,NA,NA,Journalism
3518,2014,Major,II,2,Psychology
3519,2014,Major,II,7,History
3521,2014,Major,I,1,Mathematics
3523,2014,Major,I,1,Mathematics
3527,2014,Major,I,5,Biological Sciences
3528,2014,Major,NA,NA,Industrial Engineering
3530,2014,Major,III,2,English
3534,2014,Major,II,2,Economics
3535,2014,Major,I,5,Biological Sciences
3537,2014,Major,NA,NA,Chemical Engineering
3538,2014,Major,I,1,Statistics
3539,2014,Major,II,5,Political Science
3540,2014,Major,I,5,Biological Sciences
3545,2014,Major,II,2,Psychology
3546,2014,Major,II,2,Economics
3548,2014,Major,I,1,Mathematics
3549,2014,Major,III,2,English
3550,2014,Major,NA,NA,Human Communication Sciences
3551,2014,Major,I,1,Mathematics
3552,2014,Major,NA,NA,Learning & Organztnl Change
3553,2014,Major,II,2,Psychology
3554,2014,Major,II,5,Political Science
3555,2014,Major,II,2,Cognitive Science
3556,2014,Major,II,7,History
3557,2014,Major,NA,NA,Radio/Television/Film
3558,2014,Major,NA,NA,Applied Mathematics
3565,2014,Major,II,5,Political Science
3569,2014,Major,I,5,Biological Sciences
3570,2014,Major,I,3,Chemistry
3575,2014,Major,II,5,Anthropology
3578,2014,Major,III,2,English
3580,2014,Major,I,1,Computer Science
3582,2014,Major,NA,NA,Industrial Engineering
3583,2014,Major,II,2,Economics
3587,2014,Major,NA,NA,Theatre
3588,2014,Major,NA,NA,Radio/Television/Film
3592,2014,Major,II,2,Economics
3595,2014,Major,I,3,Chemistry
3597,2014,Major,II,2,Psychology
3598,2014,Major,NA,NA,Biomedical Engineering
3599,2014,Major,II,2,Psychology
3600,2014,Major,NA,NA,Industrial Engineering
3601,2014,Major,NA,NA,Communication Studies
3602,2014,Major,I,6,Integrated Science Program
3603,2014,Major,I,3,Chemistry
3605,2014,Major,I,4,Environmental Sciences
3606,2014,Major,I,5,Biological Sciences
3607,2014,Major,II,5,Political Science
3609,2014,Major,NA,NA,Communication Studies
3611,2014,Major,NA,NA,Communication Studies
3612,2014,Major,NA,NA,Journalism
3616,2014,Major,NA,NA,Journalism
3617,2014,Major,NA,NA,Journalism
3618,2014,Major,I,3,Chemistry
3621,2014,Major,II,2,Economics
3622,2014,Major,III,1.25,German
3623,2014,Major,I,5,Biological Sciences
3626,2014,Major,NA,NA,Human Communication Sciences
3627,2014,Major,II,2,Economics
3629,2014,Major,NA,NA,Industrial Engineering
3630,2014,Major,III,2,English
3632,2014,Major,NA,NA,Chemical Engineering
3637,2014,Major,II,2,Economics
3638,2014,Major,NA,NA,Journalism
3647,2014,Major,II,2,Psychology
3648,2014,Major,I,5,Biological Sciences
3650,2014,Major,NA,NA,Industrial Engineering
3654,2014,Major,NA,NA,Mechanical Engineering
3656,2014,Major,III,3.5,Art History
3657,2014,Major,II,2,Economics
3658,2014,Major,II,2,Psychology
3660,2014,Major,II,2,Psychology
3661,2014,Major,II,2,Psychology
3666,2014,Major,I,3,Chemistry
3668,2014,Major,III,3,Philosophy
3672,2014,Major,II,2,Economics
3674,2014,Major,NA,NA,Theatre
3675,2014,Major,I,5,Biological Sciences
3676,2014,Major,I,5,Biological Sciences
3680,2014,Major,NA,NA,Industrial Engineering
3685,2014,Major,NA,NA,Industrial Engineering
3688,2014,Major,II,2,Psychology
3693,2014,Major,II,5,Sociology
3694,2014,Major,II,2,Psychology
3696,2014,Major,NA,NA,Communication Studies
3697,2014,Major,II,5,Sociology
3703,2014,Major,NA,NA,Industrial Engineering
3704,2014,Major,I,3,Chemistry
3705,2014,Major,II,5,Political Science
3707,2014,Major,NA,NA,Journalism
3709,2014,Major,NA,NA,Social Policy
3710,2014,Major,I,6,Integrated Science Program
3720,2014,Major,II,2,Economics
3721,2014,Major,III,2,English
3723,2014,Major,II,2,Psychology
3724,2014,Major,II,2,Psychology
3725,2014,Major,II,5,Anthropology
3726,2014,Major,NA,NA,Learning & Organztnl Change
3728,2014,Major,I,6,Integrated Science Program
3729,2014,Major,III,3.5,Art History
3730,2014,Major,II,5,Political Science
3731,2014,Major,III,3,Philosophy
3733,2014,Major,III,2,English
3735,2014,Major,III,4,Latina & Latino Studies
3736,2014,Major,II,5,Sociology
3737,2014,Major,I,3,Physics and Astronomy
3738,2014,Major,II,5,Political Science
3742,2014,Major,II,2,Psychology
3743,2014,Major,II,2,Cognitive Science
3746,2014,Major,I,3,Chemistry
3749,2014,Major,II,2,Economics
3751,2014,Major,NA,NA,Theatre
3753,2014,Major,I,5,Biological Sciences
3760,2014,Major,II,2,Linguistics
3761,2014,Major,NA,NA,Journalism
3762,2014,Major,III,2.5,Classics
3763,2014,Major,II,7,History
3764,2014,Major,II,2,Economics
3767,2014,Major,NA,NA,Theatre
3768,2014,Major,II,2,Economics
3769,2014,Major,II,5,Political Science
3770,2014,Major,I,3.5,Materials Science
3772,2014,Major,II,2,Economics
3774,2014,Major,II,2,Economics
3775,2014,Major,I,1,Mathematics
3776,2014,Major,NA,NA,Journalism
3777,2014,Major,NA,NA,Social Policy
3778,2014,Major,I,5,Biological Sciences
3779,2014,Major,NA,NA,Industrial Engineering
3780,2014,Major,III,1,Asian Languages and Cultures
3782,2014,Major,II,2,Economics
3785,2014,Major,II,2,Linguistics
3786,2014,Major,NA,NA,Composition
3787,2014,Major,III,2,English
3788,2014,Major,II,5,Political Science
3789,2014,Major,II,2,Psychology
3792,2014,Major,NA,NA,Radio/Television/Film
3794,2014,Major,III,3.5,Art Theory and Practice
3797,2014,Major,NA,NA,Journalism
3800,2014,Major,NA,NA,Journalism
3801,2014,Major,I,4,Earth & Planetary Sciences
3802,2014,Major,NA,NA,Learning & Organztnl Change
3805,2014,Major,III,1.5,Middle East & North African Studies
3807,2014,Major,II,2,Economics
3808,2014,Major,III,3,Religious Studies
3809,2014,Major,I,5,Biological Sciences
3810,2014,Major,NA,NA,Radio/Television/Film
3813,2014,Major,II,5,Sociology
3814,2014,Major,II,2,Cognitive Science
3816,2014,Major,NA,NA,Human Development & Psych Srvs
3819,2014,Major,III,2,English
3821,2014,Major,II,2,Economics
3822,2014,Major,NA,NA,Secondary Teaching
3825,2014,Major,II,2,Psychology
3826,2014,Major,II,2,Psychology
3827,2014,Major,III,3.5,Art Theory and Practice
3830,2014,Major,II,2,Economics
3831,2014,Major,II,2,Psychology
3833,2014,Major,II,6,American Studies
3834,2014,Major,III,7,Weinberg Ad Hoc
3835,2014,Major,I,5,Biological Sciences
3836,2014,Major,II,2,Economics
3837,2014,Major,II,7,History
3839,2014,Major,III,1,Asian Languages and Cultures
3840,2014,Major,II,2,Psychology
3841,2014,Major,I,3,Chemistry
3844,2014,Major,II,2,Economics
3846,2014,Major,NA,NA,Music
3847,2014,Major,I,5,Biological Sciences
3849,2014,Major,II,2,Economics
3851,2014,Major,NA,NA,Social Policy
3852,2014,Major,II,2,Economics
3854,2014,Major,NA,NA,Communication Studies
3857,2014,Major,II,2,Economics
3860,2014,Major,II,2,Psychology
3863,2014,Major,II,5,Political Science
3866,2014,Major,III,3.5,Art Theory and Practice
3868,2014,Major,NA,NA,Journalism
3880,2014,Major,NA,NA,Radio/Television/Film
3883,2014,Major,III,2,English
3932,2014,Major,II,2,Economics
3991,2014,Major,NA,NA,Communication Studies
4009,2014,Major,I,5,Biological Sciences
4010,2014,Major,II,2,Psychology
4268,2014,Major,II,2,Economics
4272,2014,Major,II,2,Economics
4320,2014,Major,II,2,Economics
4413,2014,Major,II,2,Economics
4494,2014,Major,I,3,Chemistry
4506,2014,Major,II,2,Psychology
4522,2014,Major,II,2,Economics
4533,2014,Major,I,5,Biological Sciences
4556,2014,Major,III,1.25,German
4638,2014,Major,II,2,Economics
4649,2014,Major,II,2,Economics
4696,2014,Major,II,7,History
4712,2014,Major,II,2,Economics
4814,2014,Major,II,2,Psychology
4838,2014,Major,II,2,Psychology
4845,2014,Major,I,5,Biological Sciences
4870,2014,Major,II,5,Anthropology
4876,2014,Major,I,5,Biological Sciences
4947,2014,Major,III,2,English
4961,2014,Major,II,2,Economics
4985,2014,Major,I,5,Biological Sciences
4992,2014,Major,I,5,Biological Sciences
5029,2014,Major,II,2,Economics
5034,2014,Major,II,2,Economics
5090,2014,Major,II,2,Psychology
5094,2014,Major,I,4,Environmental Sciences
5104,2014,Major,I,5,Biological Sciences
5118,2014,Major,I,1,Mathematics
5120,2014,Major,II,2,Economics
5129,2014,Major,II,7,History
5135,2014,Major,II,2,Psychology
5696,2014,Major,I,5,Biological Sciences
6124,2014,Major,II,2,Economics
6128,2014,Major,III,2,English
6138,2014,Major,II,7,History
6142,2014,Major,II,2,Economics
6149,2014,Major,III,3,Philosophy
3473,2014,Major,II,7,History
3642,2014,Major,II,2,Psychology
3740,2014,Major,II,5,Political Science
1183,2014,Major,III,2,English
3408,2014,Major,II,2,Psychology
2549,2014,Major,II,2,Economics
2973,2014,Major,II,2,Economics
3280,2014,Major,I,1,Mathematics
4567,2014,Major,I,5,Biological Sciences
1304,2014,Major,II,2,Psychology
1374,2014,Major,II,2,Psychology
2700,2014,Major,NA,NA,Secondary Teaching
2745,2014,Major,III,4,Gender and Sexuality Studies
2749,2014,Major,III,2,English
2867,2014,Major,III,3,Philosophy
2892,2014,Major,III,3.5,Art History
2914,2014,Major,II,5,Anthropology
2968,2014,Major,I,5,Biological Sciences
2979,2014,Major,II,5,Political Science
3019,2014,Major,II,5,Anthropology
3037,2014,Major,I,5,Biological Sciences
3103,2014,Major,II,5,Political Science
3118,2014,Major,I,1,Mathematics
3130,2014,Major,II,2,Economics
3188,2014,Major,II,2,Psychology
3241,2014,Major,III,2,Comparative Literary Studies
3312,2014,Major,I,3,Physics and Astronomy
3345,2014,Major,II,2,Psychology
3350,2014,Major,II,2,Cognitive Science
3359,2014,Major,II,2,Psychology
3434,2014,Major,II,5,Political Science
3451,2014,Major,II,2,Economics
3472,2014,Major,II,2,Psychology
3586,2014,Major,II,2,Economics
3687,2014,Major,II,5,Sociology
3689,2014,Major,I,1,Mathematics
3804,2014,Major,II,2,Psychology
2971,2014,Major,I,5,Biological Sciences
2668,2014,Major,I,1,Mathematics
3013,2014,Major,II,2,Psychology
3194,2014,Major,II,5,Sociology
3124,2014,Major,NA,NA,Radio/Television/Film
2763,2014,Major,II,7,History
2959,2014,Major,II,2,Economics
2986,2014,Major,II,2,Psychology
3562,2014,Major,II,5,Political Science
3567,2014,Major,II,5,Political Science
3608,2014,Major,II,7,History
3855,2014,Major,II,2,Psychology
2632,2014,Major,I,1,Mathematics
2899,2014,Major,II,2,Economics
2932,2014,Major,II,5,Political Science
3333,2014,Major,II,7,History
3426,2014,Major,II,2,Economics
2665,2014,Major,II,2,Psychology
2752,2014,Major,I,3,Chemistry
2988,2014,Major,II,2,Psychology
2788,2014,Major,I,1,Mathematics
2790,2014,Major,I,5,Biological Sciences
2816,2014,Major,II,5,Political Science
3211,2014,Major,I,5,Biological Sciences
3681,2014,Major,II,2,Economics
4348,2014,Major,II,2,Psychology
3253,2014,Major,II,7,History
3862,2014,Major,II,5,Anthropology
117,2014,Major,I,5,Biological Sciences
1938,2014,Major,II,2,Economics
2707,2014,Major,I,1,Mathematics
2716,2014,Major,I,5,Biological Sciences
2734,2014,Major,I,5,Biological Sciences
2766,2014,Major,I,5,Biological Sciences
2793,2014,Major,I,5,Biological Sciences
2794,2014,Major,I,5,Biological Sciences
2826,2014,Major,III,3,Philosophy
2859,2014,Major,III,3,Philosophy
2866,2014,Major,III,3.5,Art Theory and Practice
2925,2014,Major,I,5,Biological Sciences
2963,2014,Major,II,2,Economics
3059,2014,Major,I,5,Biological Sciences
3061,2014,Major,I,5,Biological Sciences
3087,2014,Major,III,2,English
3174,2014,Major,II,5,Anthropology
3320,2014,Major,I,5,Biological Sciences
3368,2014,Major,I,1,Mathematics
3405,2014,Major,II,2,Economics
3430,2014,Major,II,2,Economics
3431,2014,Major,NA,NA,Theatre
3470,2014,Major,I,5,Biological Sciences
3505,2014,Major,II,2,Economics
3579,2014,Major,I,5,Biological Sciences
3628,2014,Major,II,2,Economics
3643,2014,Major,II,2,Economics
3664,2014,Major,I,5,Biological Sciences
3739,2014,Major,I,5,Biological Sciences
3756,2014,Major,I,5,Biological Sciences
3162,2014,Major,II,5,Sociology
3402,2014,Major,II,2,Economics
3503,2014,Major,III,3,Philosophy
2642,2014,Major,II,2,Economics
2669,2014,Major,II,6,African American Studies
2792,2014,Major,II,2,Economics
2931,2014,Major,III,2,English
3022,2014,Major,II,2,Economics
3042,2014,Major,II,2,Economics
3089,2014,Major,II,2,Economics
3185,2014,Major,II,7,History
3205,2014,Major,II,7,History
3247,2014,Major,II,7,History
3305,2014,Major,III,3,Philosophy
3398,2014,Major,NA,NA,Journalism
3406,2014,Major,I,4,Environmental Sciences
3436,2014,Major,II,2,Psychology
3625,2014,Major,I,5,Biological Sciences
3639,2014,Major,II,5,Sociology
3853,2014,Major,II,2,Economics
3861,2014,Major,II,7,History
4289,2014,Major,II,2,Economics
3848,2014,Major,II,2,Economics
2704,2014,Major,III,2,English
2729,2014,Major,II,2,Economics
2825,2014,Major,I,3,Physics and Astronomy
3069,2014,Major,II,2,Economics
3170,2014,Major,I,1,Mathematics
3191,2014,Major,I,1,Mathematics
1364,2014,Major,III,3.5,Art History
3832,2014,Major,II,5,Sociology
1902,2014,Major,II,2,Economics
2759,2014,Major,II,7,History
3278,2014,Major,II,2,Psychology
2861,2014,Major,II,5,Anthropology
3235,2014,Major,II,7,History
3544,2014,Major,II,5,Political Science
2587,2014,Major,II,2,Economics
2776,2014,Major,II,2,Economics
2876,2014,Major,II,2,Economics
2902,2014,Major,II,2,Economics
3004,2014,Major,II,2,Economics
3016,2014,Major,II,2,Economics
3074,2014,Major,II,2,Economics
3593,2014,Major,II,2,Economics
3700,2014,Major,II,2,Economics
3843,2014,Major,II,2,Economics
2991,2014,Major,III,2,English
3453,2014,Major,I,5,Biological Sciences
3635,2014,Major,I,5,Biological Sciences
355,2014,Major,II,2,Psychology
2615,2014,Major,NA,NA,Journalism
2758,2014,Major,III,2,English
2868,2014,Major,II,5,Political Science
2995,2014,Major,II,2,Psychology
3006,2014,Major,II,5,Sociology
3014,2014,Major,II,2,Psychology
3084,2014,Major,II,7,History
3248,2014,Major,II,2,Economics
3403,2014,Major,NA,NA,Communication Studies
3644,2014,Major,I,4,Environmental Sciences
3765,2014,Major,NA,NA,Communication Studies
3793,2014,Major,III,1,Spanish
2773,2014,Major,II,2,Psychology
3653,2014,Major,II,2,Psychology
2760,2014,Major,III,3,Religious Studies
3346,2014,Major,II,2,Psychology
1991,2014,Major,III,2.5,Classics
2670,2014,Major,III,2,English
3713,2014,Major,II,2,Economics
1756,2014,Major,II,6,American Studies
2730,2014,Major,I,5,Biological Sciences
3371,2014,Major,I,5,Biological Sciences
3511,2014,Major,NA,NA,Human Communication Sciences
3858,2014,Major,III,3.5,Art History
2610,2014,Major,III,2,English
3645,2014,Major,I,1,Mathematics
3326,2014,Major,II,7,History
2266,2014,Major,II,7,History
3410,2014,Major,III,1,Asian Languages and Cultures
1963,2014,Major,II,2,Psychology
2701,2014,Major,II,2,Psychology
3452,2014,Major,II,2,Psychology
2672,2014,Major,II,2,Economics
2688,2014,Major,II,5,Political Science
2911,2014,Major,III,4,Latina & Latino Studies
2924,2014,Major,I,5,Biological Sciences
2944,2014,Major,II,2,Psychology
2970,2014,Major,III,1,French
3201,2014,Major,II,2,Economics
3299,2014,Major,I,5,Biological Sciences
3343,2014,Major,I,1,Mathematics
3360,2014,Major,II,2,Economics
3584,2014,Major,I,5,Biological Sciences
3781,2014,Major,II,2,Psychology
3815,2014,Major,I,5,Biological Sciences
3828,2014,Major,NA,NA,Communication Studies
3024,2014,Major,II,5,Political Science
3542,2014,Major,II,2,Economics
3820,2014,Major,II,2,Economics
3865,2014,Major,II,5,Political Science
3566,2014,Major,II,2,Economics
1800,2014,Major,II,5,Sociology
2597,2014,Major,II,5,Anthropology
2622,2014,Major,II,5,Anthropology
2678,2014,Major,II,5,Anthropology
2722,2014,Major,I,5,Biological Sciences
2764,2014,Major,III,4,Gender and Sexuality Studies
2833,2014,Major,I,5,Biological Sciences
2838,2014,Major,I,5,Biological Sciences
2926,2014,Major,I,5,Biological Sciences
2941,2014,Major,I,5,Biological Sciences
2951,2014,Major,NA,NA,Social Policy
3025,2014,Major,II,2,Economics
3054,2014,Major,II,2,Psychology
3081,2014,Major,II,2,Psychology
3117,2014,Major,II,2,Psychology
3148,2014,Major,III,1.25,German
3193,2014,Major,II,7,History
3242,2014,Major,II,2,Economics
3304,2014,Major,II,2,Psychology
3314,2014,Major,II,2,Psychology
3321,2014,Major,I,4,Environmental Sciences
3329,2014,Major,II,2,Psychology
3331,2014,Major,I,5,Biological Sciences
3339,2014,Major,I,5,Biological Sciences
3342,2014,Major,I,5,Biological Sciences
3374,2014,Major,II,5,Anthropology
3466,2014,Major,II,5,Anthropology
3520,2014,Major,III,1,Asian Languages and Cultures
3526,2014,Major,III,1,Spanish
3529,2014,Major,I,5,Biological Sciences
3532,2014,Major,II,2,Economics
3541,2014,Major,I,5,Biological Sciences
3561,2014,Major,I,4,Environmental Sciences
3590,2014,Major,I,5,Biological Sciences
3620,2014,Major,II,2,Psychology
3631,2014,Major,I,5,Biological Sciences
3634,2014,Major,I,4,Environmental Sciences
3670,2014,Major,II,2,Economics
3671,2014,Major,III,3,Philosophy
3678,2014,Major,II,2,Psychology
3719,2014,Major,I,5,Biological Sciences
3732,2014,Major,II,5,Anthropology
3752,2014,Major,I,5,Biological Sciences
4577,2014,Major,I,5,Biological Sciences
4578,2014,Major,I,5,Biological Sciences
4877,2014,Major,II,2,Psychology
5103,2014,Major,II,5,Anthropology
3077,2014,Major,II,2,Economics
3196,2014,Major,I,5,Biological Sciences
3750,2014,Major,III,3,Philosophy
3817,2014,Major,II,5,Political Science
2852,2014,Major,I,5,Biological Sciences
3716,2014,Major,II,5,Anthropology
2878,2014,Major,I,5,Biological Sciences
3325,2014,Major,II,5,Sociology
3009,2014,Major,III,2,English
3500,2014,Major,III,3,Philosophy
3745,2014,Major,II,5,Political Science
4081,2014,Major,II,2,Economics
2945,2014,Major,I,5,Biological Sciences
2245,2014,Major,II,2,Psychology
2658,2014,Major,NA,NA,Theatre
2954,2014,Major,II,2,Psychology
3262,2014,Major,II,2,Psychology
3330,2014,Major,I,5,Biological Sciences
3850,2014,Major,II,5,Sociology
2984,2014,Major,III,3.5,Art History
2666,2014,Major,II,2,Psychology
2785,2014,Major,II,2,Psychology
2921,2014,Major,I,5,Biological Sciences
2964,2014,Major,I,3,Chemistry
3010,2014,Major,I,5,Biological Sciences
3146,2014,Major,I,4,Earth & Planetary Sciences
3157,2014,Major,II,2,Economics
3159,2014,Major,II,2,Economics
3294,2014,Major,III,2,English
3358,2014,Major,III,2,English
3577,2014,Major,II,2,Economics
3748,2014,Major,III,2,English
3128,2014,Major,II,5,Anthropology
3231,2014,Major,II,7,History
3783,2014,Major,II,2,Linguistics
2555,2014,Major,II,2,Economics
2781,2014,Major,I,3,Physics and Astronomy
2895,2014,Major,NA,NA,Theatre
3113,2014,Major,II,2,Economics
3440,2014,Major,II,2,Economics
2806,2014,Major,I,4,Environmental Sciences
2865,2014,Major,I,4,Earth & Planetary Sciences
3251,2014,Major,II,5,Sociology
3263,2014,Major,III,1.5,Middle East & North African Studies
3285,2014,Major,II,2,Economics
3397,2014,Major,II,2,Economics
3469,2014,Major,I,5,Biological Sciences
3589,2014,Major,II,2,Psychology
3604,2014,Major,III,3,Philosophy
3663,2014,Major,III,2,English
3784,2014,Major,I,4,Earth & Planetary Sciences
